Tran_Id	Cust_Id	Acct_Nbr	Channel_Nbr	Merchant_SIC	Session_Id	Tran_Duration	Tran_Date	Tran_Time	Tran_Amt	Principal_Amt	Interest_Amt	New_Balance	Merchant_Name	Merchant_City	Merchant_State	Merchant_Postal_Code	Tran_Code	Channel
1	1363019	4561143213630184	0	?	117007	0	1/2/1995	?	320.56	300.71	19.85	1108.71	?	?	?	?	PM	M
16	1362797	4561143213627974	0	?	67639	0	9/6/1995	?	35.14	34.71	0.43	38.97	?	?	?	?	PM	M
1	1363023	4561143213630224	0	400	118130	39	2/10/1995	222948	141.48	141.48	0.00	141.48	Ollie's Oil Co.     	Indianapolis        	IN	46224	CG	E
16	1362801	4561143213628014	1	?	67824	57	9/7/1995	230343	77.81	76.48	1.33	18.01	?	?	?	?	PM	C
1	1363026	4561143213630264	0	1200	118395	20	1/2/1995	184010	518.62	518.62	0.00	1940.44	Limitless Clothing  	Jacksonville        	FL	32286	CG	E
16	1362804	4561143213628044	0	?	68056	0	4/6/1995	?	991.12	991.12	0.00	0.00	?	?	?	?	PM	M
1	1363036	4561143213630364	0	700	120174	28	4/16/1995	215840	117.71	117.71	0.00	117.71	Mary's Market       	Milwaukee           	WI	53214	CG	E
16	1362806	4561143213628064	0	1200	69062	42	3/28/1995	144837	156.98	156.98	0.00	1880.01	Limitless Clothing  	Philadelphia        	PA	19143	CG	E
1	1363037	4561143213630374	0	300	120600	22	11/12/1995	000341	33.54	33.54	0.00	33.54	Rent-a-Wreck        	Philadelphia        	PA	19196	CG	E
16	1362810	4561143213628104	0	1300	70713	42	4/4/1995	201532	128.03	128.03	0.00	341.76	Carl's Car Showroom 	Indianapolis        	IN	46247	CG	E
1	1363038	4561143213630384	0	100	121245	15	8/8/1995	111630	168.69	168.69	0.00	168.69	The Big Squid       	Oklahoma City       	OK	73106	CG	E
16	1362811	4561143213628114	0	?	70910	0	4/2/1995	?	276.76	276.58	0.18	279.32	?	?	?	?	PM	M
1	1363040	4561143213630404	0	800	121555	35	6/30/1995	200406	465.05	465.05	0.00	465.05	Landfill Lodge      	New York City       	NY	10194	CG	E
16	1362814	4561143213628144	1	?	71615	31	11/30/1995	064311	0.00	0.00	0.00	1000.00	?	?	?	?	IQ	V
1	1363043	4561143213630434	0	?	121714	0	1/4/1995	?	471.20	464.56	6.64	6.66	?	?	?	?	PM	M
16	1362815	4561143213628154	232	?	72522	43	11/27/1995	155652	0.00	0.00	0.00	1000.00	?	?	?	?	IQ	K
1	1363044	4561143213630444	1	?	122421	26	1/2/1995	155746	152.42	150.30	2.12	0.00	?	?	?	?	PM	C
16	1362816	4561143213628164	0	1200	73170	25	3/15/1995	091311	56.04	56.04	0.00	394.47	Suitable Suits      	Louisville          	KY	40220	CG	E
1	1363053	4561143213630534	1	?	122986	32	4/9/1995	145223	0.00	0.00	0.00	0.00	?	?	?	?	IQ	V
16	1362822	4561143213628224	1	?	74619	33	12/7/1995	182132	0.00	0.00	0.00	179.91	?	?	?	?	IQ	V
1	1363055	4561143213630544	0	?	123048	0	1/1/1995	?	758.14	745.81	12.33	129.89	?	?	?	?	PM	M
16	1362824	4561143213628244	0	700	75622	38	4/13/1995	190211	303.35	303.35	0.00	594.31	Gary's Grocery      	San Francisco       	CA	94165	CG	E
1	1363056	4561143213630564	0	200	123374	28	1/1/1995	181050	244.62	244.62	0.00	548.09	Dilbert's Dept Store	Milwaukee           	WI	53247	CG	E
16	1362825	4561143213628254	0	?	76091	0	7/3/1995	?	101.28	88.45	12.83	911.55	?	?	?	?	PM	M
1	1363058	4561143213630574	0	?	123489	0	1/6/1995	?	877.06	862.83	14.23	147.56	?	?	?	?	PM	M
16	1362828	4561143213628284	0	1000	77237	35	5/18/1995	014538	21.42	21.42	0.00	1000.00	Casino Royale       	New York City       	NY	10239	CG	E
1	1363059	4561143213630594	0	200	123892	37	4/22/1995	182702	156.78	156.78	0.00	156.78	Randy's Records     	Sacramento          	CA	94251	CG	E
16	1362829	4561143213628294	1	?	77311	19	6/8/1995	230058	0.00	0.00	0.00	1748.37	?	?	?	?	IQ	V
1	1363060	4561143213630604	0	?	124096	0	1/4/1995	?	192.54	165.80	26.74	1732.87	?	?	?	?	PM	M
16	1362830	4561143213628304	0	900	77565	44	6/11/1995	221646	10.37	10.37	0.00	442.45	Network Works       	Pittsburgh          	PA	15215	CG	E
1	1363068	4561143213630684	0	?	124778	0	1/2/1995	?	395.37	365.19	30.18	1777.96	?	?	?	?	PM	M
16	1362831	4561143213628314	0	1000	77904	20	5/24/1995	160112	81.36	81.36	0.00	5600.00	Gilligan's Island   	Chicago             	IL	60634	CG	E
1	1363070	4561143213630704	0	?	124904	0	1/7/1995	?	129.50	124.98	4.52	265.60	?	?	?	?	PM	M
16	1362832	4561143213628324	0	100	77978	30	12/11/1995	133236	539.40	539.40	0.00	3190.70	The Big Squid       	Detroit             	MI	48210	CG	E
1	1363072	4561143213630714	0	1000	124967	18	5/3/1995	232732	95.91	95.91	0.00	95.91	Gilligan's Island   	New York City       	NY	10203	CG	E
16	1362835	4561143213628354	0	?	78367	0	10/7/1995	?	10.00	9.81	0.19	3.47	?	?	?	?	PM	M
1	1363075	4561143213630754	0	?	125903	0	1/5/1995	?	10.00	9.49	0.51	34.46	?	?	?	?	PM	M
16	1362836	4561143213628364	0	100	78489	28	4/7/1995	103149	88.44	88.44	0.00	1000.00	Zorba's Hideaway    	Memphis             	TN	38110	CG	E
1	1363076	4561143213630764	0	?	125985	34	1/1/1995	130031	5037.23	4957.97	79.26	1884.23	?	?	?	?	PM	E
16	1362837	4561143213628374	0	500	79271	42	12/10/1995	152417	3.88	3.88	0.00	1100.00	Puddle Jump Airline 	Phoenix             	AZ	85043	CG	E
1	1363079	4561143213630784	0	?	126171	0	1/6/1995	?	1569.95	1542.32	27.63	842.89	?	?	?	?	PM	M
16	1362839	4561143213628394	0	100	79573	17	3/6/1995	121550	638.05	638.05	0.00	2183.38	Lisa's Pasta Bar    	Fort Worth          	TX	76163	CG	E
1	1363081	4561143213630814	0	100	126459	17	1/2/1995	111146	43.91	43.91	0.00	1736.62	Flying Burrito Res. 	San Jose            	CA	95171	CG	E
16	1362844	4561143213628444	0	?	81235	0	4/3/1995	?	133.04	131.09	1.95	937.33	?	?	?	?	PM	M
1	1363082	4561143213630824	0	?	126559	0	1/3/1995	?	298.42	286.88	11.54	532.58	?	?	?	?	PM	M
16	1362845	4561143213628454	203	?	81422	71	6/9/1995	193739	0.00	0.00	0.00	416.98	?	?	?	?	IQ	B
1	1363083	4561143213630834	0	700	126688	20	3/7/1995	160828	119.68	119.68	0.00	119.68	Mary's Market       	Miami               	FL	33136	CG	E
16	1362849	4561143213628494	0	500	81645	24	3/22/1995	213330	249.61	249.61	0.00	744.35	Puddle Jump Airline 	Nashville           	TN	37225	CG	E
1	1363085	4561143213630844	0	1300	126974	39	9/28/1995	033354	120.79	120.79	0.00	120.79	Terry's Trucks      	Tulsa               	OK	74106	CG	E
16	1362850	4561143213628504	0	700	82162	40	9/5/1995	161234	16.93	16.93	0.00	176.70	Gary's Grocery      	Las Vegas           	NV	89110	CG	E
1	1363087	4561143213630874	0	?	127357	0	1/4/1995	?	10.00	8.71	1.29	82.58	?	?	?	?	PM	M
16	1362852	4561143213628524	0	1200	82435	19	8/21/1995	184803	152.07	152.07	0.00	1700.00	April-May Dept Store	Newark              	NJ	07108	CG	E
1	1363088	4561143213630884	0	?	127624	0	1/5/1995	?	192.31	189.64	2.67	0.00	?	?	?	?	PM	M
16	1362853	4561143213628534	0	100	82576	35	11/12/1995	125900	157.33	157.33	0.00	1300.00	Flying Burrito Res. 	Newark              	NJ	07142	CG	E
1	1363093	4561143213630934	0	?	128408	0	1/6/1995	?	25.80	22.22	3.58	232.16	?	?	?	?	PM	M
16	1362858	4561143213628584	0	1200	83659	16	3/13/1995	212238	504.26	504.26	0.00	784.48	Suitable Suits      	Los Angeles         	CA	90176	CG	E
1	1363096	4561143213630964	0	?	128762	0	1/3/1995	?	339.52	334.05	5.47	54.30	?	?	?	?	PM	M
16	1362872	4561143213628724	0	1000	85029	44	3/17/1995	124114	70.92	70.92	0.00	717.95	Gilligan's Island   	Los Angeles         	CA	90134	CG	E
1	1363101	4561143213631014	0	800	130094	37	6/16/1995	054929	100.12	100.12	0.00	100.12	Flea Trap Motel     	New York City       	NY	10252	CG	E
16	1362876	4561143213628754	0	900	85346	36	6/17/1995	045258	91.01	91.01	0.00	2895.11	Network Works       	Birmingham          	AL	35249	CG	E
1	1363102	4561143213631024	0	900	130169	33	11/30/1995	132009	86.47	86.47	0.00	86.47	PCs-R-Us            	Los Angeles         	CA	90170	CG	E
16	1362883	4561143213628834	25	?	86649	108	8/29/1995	101133	0.00	0.00	0.00	996.87	?	?	?	?	IQ	B
1	1363103	4561143213631034	0	?	130393	0	1/2/1995	?	389.99	361.72	28.27	1645.85	?	?	?	?	PM	M
16	1362888	4561143213628884	0	100	87376	25	2/14/1995	131342	625.23	625.23	0.00	8079.83	Dale's Donuts       	Portland            	OR	97272	CG	E
1	1363107	4561143213631074	0	?	131234	0	1/1/1995	?	484.05	478.51	5.54	0.00	?	?	?	?	PM	M
16	1362895	4561143213628954	1	?	88410	44	11/11/1995	084046	0.00	0.00	0.00	1024.85	?	?	?	?	IQ	C
1	1363108	4561143213631084	0	?	131332	0	1/5/1995	?	935.16	918.97	16.19	230.35	?	?	?	?	PM	M
16	1362902	4561143213629024	0	?	89879	0	3/5/1995	?	1000.00	1000.00	0.00	0.00	?	?	?	?	PM	M
1	1363112	4561143213631124	0	?	131911	0	1/4/1995	?	249.05	237.05	12.00	614.97	?	?	?	?	PM	M
16	1362903	4561143213629034	0	1000	90236	27	6/23/1995	094558	108.20	108.20	0.00	1500.00	Gilligan's Island   	Dallas              	TX	75218	CG	E
1	1363113	4561143213631134	0	100	132081	17	9/13/1995	051740	50.64	50.64	0.00	50.64	Olive Oil Restaurant	Los Angeles         	CA	90013	CG	E
16	1362904	4561143213629044	0	1300	90399	16	5/13/1995	152714	136.69	136.69	0.00	169.53	Carl's Car Showroom 	Indianapolis        	IN	46220	CG	E
1	1363117	4561143213631174	0	?	132246	0	1/6/1995	?	796.40	774.31	22.09	793.91	?	?	?	?	PM	M
16	1362905	4561143213629054	0	?	90561	0	10/5/1995	?	92.22	79.41	12.81	830.03	?	?	?	?	PM	M
1	1363123	4561143213631234	0	?	132681	0	1/5/1995	?	179.18	154.30	24.88	1612.58	?	?	?	?	PM	M
16	1362911	4561143213629114	14	?	90925	172	3/6/1995	170557	518.91	498.05	20.86	1701.95	?	?	?	?	PM	B
1	1363126	4561143213631264	0	900	133390	41	2/20/1995	185503	558.12	558.12	0.00	558.12	Surplus Servers     	Los Angeles         	CA	90108	CG	E
16	1362917	4561143213629174	0	1300	92009	40	12/18/1995	231405	166.22	166.22	0.00	4172.31	Reliable Used Cars  	Indianapolis        	IN	46225	CG	E
1	1363127	4561143213631274	0	?	133877	0	1/6/1995	?	837.31	825.68	11.63	0.00	?	?	?	?	PM	M
16	1362918	4561143213629184	0	200	92342	35	4/3/1995	144545	234.93	234.93	0.00	1000.00	Randy's Records     	San Francisco       	CA	94141	CG	E
1	1363128	4561143213631284	0	100	133926	18	4/4/1995	105802	22.80	22.80	0.00	22.80	Carol's Café        	Norfolk             	VA	23503	CG	E
16	1362921	4561143213629214	0	?	93025	0	9/7/1995	?	10.00	9.28	0.72	53.10	?	?	?	?	PM	M
1	1363129	4561143213631294	0	1300	134006	30	4/21/1995	193447	104.09	104.09	0.00	104.09	Reliable Used Cars  	New York City       	NY	10204	CG	E
16	1362925	4561143213629254	0	200	93348	18	5/2/1995	112406	12.30	12.30	0.00	371.64	Dilbert's Dept Store	Baltimore           	MD	21204	CG	E
1	1363130	4561143213631304	0	?	134227	0	1/2/1995	?	1045.72	1031.20	14.52	0.00	?	?	?	?	PM	M
16	1362926	4561143213629264	0	700	93494	24	5/10/1995	113133	94.81	94.81	0.00	331.61	Soupy's Supermarket 	Cincinnati          	OH	45205	CG	E
1	1363133	4561143213631334	0	?	134838	0	1/4/1995	?	1675.89	1656.70	19.19	0.00	?	?	?	?	PM	M
16	1362928	4561143213629284	0	1000	93721	43	3/29/1995	203835	148.58	148.58	0.00	429.90	Casino Royale       	New York City       	NY	10176	CG	E
1	1363135	4561143213631354	0	?	134966	0	1/3/1995	?	2125.59	2089.22	36.37	1050.30	?	?	?	?	PM	M
16	1362929	4561143213629294	0	1000	94396	17	9/15/1995	121324	294.74	294.74	0.00	3380.04	Wally World         	New York City       	NY	10013	CG	E
1	1363138	4561143213631384	0	?	135098	0	1/1/1995	?	19.58	18.28	1.30	73.85	?	?	?	?	PM	M
16	1362933	4561143213629334	0	900	95456	39	5/12/1995	194626	92.68	92.68	0.00	928.75	Surplus Servers     	Portland            	OR	97231	CG	E
1	1363140	4561143213631404	1	?	135355	71	1/5/1995	051105	31.97	27.53	4.44	287.71	?	?	?	?	PM	C
16	1362936	4561143213629364	0	?	95786	0	9/3/1995	?	212.91	211.20	1.71	84.05	?	?	?	?	PM	M
1	1363142	4561143213631424	0	700	135939	20	3/12/1995	213625	143.16	143.16	0.00	143.16	Mary's Market       	Chicago             	IL	60604	CG	E
16	1362937	4561143213629374	0	1100	95952	20	4/18/1995	193715	560.56	560.56	0.00	2300.00	Brad's Bricks       	Tampa               	FL	33697	CG	E
1	1363146	4561143213631464	0	?	136604	0	1/6/1995	?	2814.61	2782.38	32.23	0.00	?	?	?	?	PM	M
16	1362938	4561143213629384	0	200	96468	27	3/20/1995	092626	78.06	78.06	0.00	766.41	Larry's Luggage     	Houston             	TX	77178	CG	E
1	1363147	4561143213631474	0	100	136642	31	1/2/1995	215931	45.24	45.24	0.00	190.91	The Big Squid       	San Francisco       	CA	94139	CG	E
16	1362939	4561143213629394	0	1100	96693	26	4/9/1995	085312	316.78	316.78	0.00	945.43	Paul's Plumbing     	New York City       	NY	10196	CG	E
1	1363158	4561143213631584	0	?	138188	0	1/2/1995	?	36.94	31.81	5.13	332.43	?	?	?	?	PM	M
16	1362940	4561143213629404	0	400	97336	43	9/12/1995	080921	31.99	31.99	0.00	31.99	Serbio's Service St 	New York City       	NY	10037	CG	E
1	1363159	4561143213631594	0	?	138278	0	1/6/1995	?	935.17	924.05	11.12	35.67	?	?	?	?	PM	M
16	1362945	4561143213629454	0	?	97935	0	5/6/1995	?	632.76	628.80	3.96	571.72	?	?	?	?	PM	M
1	1363160	4561143213631604	1	?	138417	60	1/7/1995	232144	666.72	657.46	9.26	0.00	?	?	?	?	PM	C
16	1362948	4561143213629484	0	1300	98212	22	4/23/1995	112645	116.84	116.84	0.00	749.35	Reliable Used Cars  	San Diego           	CA	92124	CG	E
1	1363164	4561143213631644	0	700	139196	29	1/3/1995	165137	166.37	166.37	0.00	642.98	Ferd's Food Store   	New York City       	NY	10264	CG	E
16	1362949	4561143213629494	0	1000	98577	32	6/10/1995	141319	63.06	63.06	0.00	2106.80	Tim's Trout Fishing 	San Diego           	CA	92188	CG	E
1	1363169	4561143213631694	0	?	141258	0	1/4/1995	?	1749.60	1729.57	20.03	0.00	?	?	?	?	PM	M
16	1362952	4561143213629524	0	1300	98949	28	4/22/1995	101251	68.18	68.18	0.00	416.18	Terry's Trucks      	Seattle             	WA	98195	CG	E
1	1363170	4561143213631704	0	?	141408	0	1/2/1995	?	424.84	410.09	14.75	637.08	?	?	?	?	PM	M
16	1362954	4561143213629544	0	1000	99091	44	8/10/1995	131243	111.65	111.65	0.00	198.54	Wally World         	San Jose            	CA	95184	CG	E
1	1363171	4561143213631714	0	?	141671	0	1/5/1995	?	141.64	121.97	19.67	1274.73	?	?	?	?	PM	M
16	1362959	4561143213629594	0	?	99601	0	5/6/1995	?	395.01	344.94	50.07	3555.06	?	?	?	?	PM	M
1	1363174	4561143213631734	0	?	142500	0	1/2/1995	?	35.08	30.21	4.87	315.73	?	?	?	?	PM	M
16	1362960	4561143213629604	0	1200	100393	38	4/20/1995	132011	560.09	560.09	0.00	8600.00	Sherry's Shoes      	Charlotte           	NC	28201	CG	E
1	1363183	4561143213631824	0	100	144394	38	4/26/1995	112841	119.49	119.49	0.00	119.49	Flying Burrito Res. 	Los Angeles         	CA	90173	CG	E
16	1362961	4561143213629614	0	200	100483	31	5/27/1995	161010	166.81	166.81	0.00	230.27	Tollie's Toys       	Charlotte           	NC	28210	CG	E
1	1363184	4561143213631844	0	400	145012	41	10/10/1995	151418	153.17	153.17	0.00	153.17	Gus' Gas Station    	Toledo              	OH	43671	CG	E
16	1362962	4561143213629624	1	?	100877	23	3/20/1995	093900	0.00	0.00	0.00	494.21	?	?	?	?	IQ	C
1	1363185	4561143213631854	290	?	145089	81	9/22/1995	123809	0.00	0.00	0.00	0.00	?	?	?	?	IQ	B
16	1362964	4561143213629644	22	?	101793	42	7/11/1995	210649	0.00	0.00	0.00	896.54	?	?	?	?	IQ	K
1	1363187	4561143213631874	0	?	145446	0	1/2/1995	?	151.96	130.86	21.10	1367.65	?	?	?	?	PM	M
16	1362966	4561143213629664	0	400	102004	19	4/5/1995	182051	283.01	283.01	0.00	520.38	Gus' Gas Station    	Houston             	TX	77158	CG	E
1	1363192	4561143213631924	0	?	145826	0	1/3/1995	?	34.45	29.67	4.78	310.05	?	?	?	?	PM	M
16	1362969	4561143213629694	0	400	103140	15	4/5/1995	095019	152.31	152.31	0.00	1489.62	Ollie's Oil Co.     	Dallas              	TX	75352	CG	E
1	1363193	4561143213631934	1	?	146290	48	1/7/1995	180818	782.34	760.69	21.65	776.77	?	?	?	?	PM	C
16	1362971	4561143213629714	0	200	103339	29	8/1/1995	095606	98.47	98.47	0.00	1589.70	Dog World           	Seattle             	WA	98182	CG	E
1	1363194	4561143213631944	0	?	146380	0	1/2/1995	?	899.06	863.42	35.64	2213.13	?	?	?	?	PM	M
16	1362972	4561143213629724	0	?	103662	0	7/5/1995	?	409.97	388.43	21.54	2375.02	?	?	?	?	PM	M
1	1363195	4561143213631954	0	500	146445	15	11/16/1995	033926	244.47	244.47	0.00	244.47	Prop-Jet Airways    	Kansas City         	MO	64193	CG	E
16	1362973	4561143213629734	0	200	103728	24	6/11/1995	111629	11.89	11.89	0.00	247.19	Larry's Luggage     	Philadelphia        	PA	19174	CG	E
1	1363196	4561143213631964	1	?	146970	34	1/2/1995	183741	1168.21	1148.21	20.00	272.14	?	?	?	?	PM	C
16	1362974	4561143213629744	0	400	104140	44	8/30/1995	210025	184.63	184.63	0.00	423.68	Filbert's Filling St	Los Angeles         	CA	90183	CG	E
1	1363197	4561143213631974	0	?	148119	0	1/4/1995	?	58.69	57.15	1.54	75.78	?	?	?	?	PM	M
16	1362975	4561143213629754	1	?	104241	64	7/6/1995	135212	169.06	164.01	5.05	639.95	?	?	?	?	PM	C
1	1363199	4561143213631994	0	?	148334	0	1/2/1995	?	512.17	487.44	24.73	1647.74	?	?	?	?	PM	M
16	1362978	4561143213629784	0	?	104522	0	3/4/1995	?	1489.70	1489.70	0.00	0.00	?	?	?	?	PM	M
1	1363201	4561143213632014	0	200	148634	30	11/23/1995	060335	178.11	178.11	0.00	178.11	Larry's Luggage     	Los Angeles         	CA	90009	CG	E
16	1362980	4561143213629804	0	100	106442	29	4/8/1995	131420	16.40	16.40	0.00	173.45	Fifi's Cabaret      	Chicago             	IL	60601	CG	E
1	1363204	4561143213632044	0	200	149215	39	8/20/1995	154205	191.24	191.24	0.00	191.24	Tollie's Toys       	Chicago             	IL	60613	CG	E
16	1362985	4561143213629854	0	?	108324	0	7/2/1995	?	1000.00	1000.00	0.00	0.00	?	?	?	?	PM	M
1	1363205	4561143213632054	0	?	149267	0	1/6/1995	?	441.87	409.14	32.73	2416.77	?	?	?	?	PM	M
16	1362986	4561143213629864	0	500	109012	28	12/3/1995	090152	72.22	72.22	0.00	909.88	Puddle Jump Airline 	New York City       	NY	10247	CG	E
1	1363206	4561143213632064	0	1300	149375	26	11/16/1995	194930	366.89	366.89	0.00	366.89	Carl's Car Showroom 	Fresno              	CA	93720	CG	E
16	1362990	4561143213629904	57	?	109174	43	3/15/1995	084807	0.00	0.00	0.00	748.16	?	?	?	?	IQ	K
1	1363208	4561143213632074	0	?	149501	0	1/7/1995	?	147.86	135.37	12.49	751.30	?	?	?	?	PM	M
16	1362995	4561143213629954	0	?	111126	0	5/7/1995	?	232.95	203.42	29.53	2096.58	?	?	?	?	PM	M
1	1363209	4561143213632094	0	1100	150483	20	1/2/1995	005427	38.08	38.08	0.00	1561.70	Paul's Plumbing     	Detroit             	MI	48202	CG	E
16	1362999	4561143213629994	0	1300	112227	30	2/27/1995	195842	119.20	119.20	0.00	2585.34	Arnie's Auto Parts  	Los Angeles         	CA	90083	CG	E
1	1363210	4561143213632104	0	1000	150742	34	2/4/1995	071125	98.43	98.43	0.00	98.43	Casino Royale       	New Orleans         	LA	70156	CG	E
16	1363004	4561143213630044	0	?	113946	0	7/3/1995	?	255.31	255.31	0.00	0.00	?	?	?	?	PM	M
1	1363211	4561143213632114	0	?	151081	0	1/3/1995	?	249.52	225.23	24.29	1499.70	?	?	?	?	PM	M
16	1363007	4561143213630064	0	?	114096	18	11/6/1995	051540	173.68	170.06	3.62	451.08	?	?	?	?	PM	E
1	1363212	4561143213632124	0	1100	151128	21	1/2/1995	103514	143.32	143.32	0.00	2029.03	Paul's Plumbing     	Cleveland           	OH	44186	CG	E
16	1363009	4561143213630084	0	?	114263	0	5/5/1995	?	237.71	235.66	2.05	358.23	?	?	?	?	PM	M
1	1363213	4561143213632134	0	700	151649	15	4/2/1995	164127	121.06	121.06	0.00	121.06	Mary's Market       	Cleveland           	OH	44124	CG	E
16	1363010	4561143213630104	0	?	114451	0	5/3/1995	?	438.59	436.12	2.47	82.14	?	?	?	?	PM	M
1	1363215	4561143213632154	0	?	152757	0	1/3/1995	?	1744.05	1638.95	105.10	7434.51	?	?	?	?	PM	M
16	1363013	4561143213630134	0	1200	115270	22	3/6/1995	072918	165.32	165.32	0.00	645.58	Cassandras Casuals  	New York City       	NY	10280	CG	E
1	1363216	4561143213632164	0	?	152954	0	1/1/1995	?	43.47	37.43	6.04	391.28	?	?	?	?	PM	M
16	1363016	4561143213630164	0	800	116175	33	4/3/1995	025658	127.03	127.03	0.00	1618.52	Bed Bug Inn         	Los Angeles         	CA	90047	CG	E
1	1363217	4561143213632174	0	300	154240	22	1/3/1995	165230	90.84	90.84	0.00	661.88	Rent-a-Wreck        	San Diego           	CA	92174	CG	E
16	1363017	4561143213630174	0	100	116256	23	5/6/1995	123918	241.46	241.46	0.00	529.85	Olive Oil Restaurant	Los Angeles         	CA	90160	CG	E
1	1363218	4561143213632184	0	200	154584	40	1/3/1995	085828	270.59	270.59	0.00	903.51	Buy The Book        	San Diego           	CA	92109	CG	E
16	1363019	4561143213630184	0	500	116972	36	3/4/1995	212256	162.18	162.18	0.00	2300.00	Wing-and-Prayer Air 	Phoenix             	AZ	85037	CG	E
1	1363219	4561143213632194	0	?	155690	0	1/3/1995	?	152.09	148.89	3.20	78.58	?	?	?	?	PM	M
16	1363022	4561143213630224	0	1200	118138	15	6/26/1995	163337	58.22	58.22	0.00	608.16	Limitless Clothing  	Indianapolis        	IN	46213	CG	E
1	1363222	4561143213632224	0	?	156245	0	1/7/1995	?	108.91	107.40	1.51	0.00	?	?	?	?	PM	M
16	1363026	4561143213630264	0	200	118424	20	4/1/1995	165553	393.48	393.48	0.00	2064.27	Dog World           	Philadelphia        	PA	19158	CG	E
1	1363223	4561143213632234	0	?	156536	0	1/2/1995	?	74.50	66.88	7.62	590.67	?	?	?	?	PM	M
16	1363036	4561143213630364	0	100	120175	19	7/5/1995	032153	106.95	106.95	0.00	694.71	Zorba's Hideaway    	Milwaukee           	WI	53250	CG	E
1	1363227	4561143213632274	0	500	157106	33	4/6/1995	202439	60.99	60.99	0.00	60.99	Icarus Airlines     	Rochester           	NY	14650	CG	E
16	1363038	4561143213630384	0	100	121278	42	10/6/1995	142138	214.53	214.53	0.00	1800.00	Dale's Donuts       	Portland            	OR	97208	CG	E
1	1363229	4561143213632294	0	?	157614	0	1/7/1995	?	402.62	391.16	11.46	598.29	?	?	?	?	PM	M
16	1363040	4561143213630404	0	?	121565	0	12/1/1995	?	192.43	168.12	24.31	1731.88	?	?	?	?	PM	M
1	1363232	4561143213632324	165	?	158188	35	8/25/1995	072822	0.00	0.00	0.00	0.00	?	?	?	?	IQ	K
16	1363043	4561143213630434	0	100	121662	25	3/24/1995	090719	101.79	101.79	0.00	408.99	Tofu Palace Res.    	Washington          	DC	20075	CG	E
1	1363234	4561143213632344	0	700	158494	27	11/20/1995	014325	312.63	312.63	0.00	312.63	Mary's Market       	Memphis             	TN	38119	CG	E
16	1363044	4561143213630444	0	1200	122420	32	6/12/1995	180541	86.81	86.81	0.00	86.81	April-May Dept Store	Washington          	DC	20204	CG	E
1	1363236	4561143213632364	0	?	159358	0	1/5/1995	?	5085.84	5027.11	58.73	895.66	?	?	?	?	PM	M
16	1363053	4561143213630534	0	100	122991	35	12/9/1995	075839	646.69	646.69	0.00	646.69	Olive Oil Restaurant	Louisville          	KY	40261	CG	E
1	1363238	4561143213632374	185	?	160178	314	1/30/1995	195442	8735.14	8649.37	85.77	0.00	?	?	?	?	PM	B
16	1363055	4561143213630544	0	300	123018	44	4/6/1995	050602	197.44	197.44	0.00	582.01	Rent-a-Wreck        	Milwaukee           	WI	53280	CG	E
1	1363241	4561143213632414	0	?	160510	0	1/7/1995	?	270.81	266.76	4.05	21.09	?	?	?	?	PM	M
16	1363056	4561143213630564	1	?	123395	40	6/25/1995	115319	0.00	0.00	0.00	0.00	?	?	?	?	IQ	V
1	1363243	4561143213632434	0	?	161603	0	1/1/1995	?	1040.32	1025.87	14.45	0.00	?	?	?	?	PM	M
16	1363057	4561143213630574	0	900	123488	41	4/8/1995	141146	87.13	87.13	0.00	744.93	Surplus Servers     	Rochester           	NY	14671	CG	E
1	1363248	4561143213632474	0	?	162235	0	1/1/1995	?	10.00	8.78	1.22	96.52	?	?	?	?	PM	M
16	1363059	4561143213630594	0	1200	123870	23	6/18/1995	224433	49.80	49.80	0.00	1027.49	Sherry's Shoes      	Sacramento          	CA	94269	CG	E
1	1363252	4561143213632524	0	?	165320	0	1/1/1995	?	78.72	67.79	10.93	708.47	?	?	?	?	PM	M
16	1363060	4561143213630604	0	1300	124071	22	7/7/1995	092333	375.40	375.40	0.00	2400.00	Reliable Used Cars  	Detroit             	MI	48205	CG	E
1	1363253	4561143213632534	0	?	165527	0	1/2/1995	?	1427.88	1404.10	23.78	284.29	?	?	?	?	PM	M
16	1363068	4561143213630684	0	100	124758	41	4/19/1995	152133	989.72	989.72	0.00	2800.82	Olive Oil Restaurant	Chicago             	IL	60655	CG	E
1	1363254	4561143213632544	0	?	165704	0	1/7/1995	?	1054.51	1039.87	14.64	0.00	?	?	?	?	PM	M
16	1363070	4561143213630704	0	1000	124886	16	6/1/1995	104332	78.48	78.48	0.00	164.74	Tim's Trout Fishing 	Chicago             	IL	60616	CG	E
1	1363259	4561143213632594	0	200	166783	42	1/4/1995	183546	157.75	157.75	0.00	538.36	Larry's Luggage     	Washington          	DC	20304	CG	E
16	1363071	4561143213630714	1	?	124983	26	7/26/1995	111058	0.00	0.00	0.00	1000.00	?	?	?	?	IQ	C
1	1363261	4561143213632614	0	1100	166851	43	1/1/1995	044448	198.93	198.93	0.00	342.26	Brad's Bricks       	New York City       	NY	10227	CG	E
16	1363075	4561143213630754	0	200	125874	27	4/27/1995	132634	46.16	46.16	0.00	892.50	Jerry's Jewelry     	New York City       	NY	10013	CG	E
1	1363263	4561143213632634	0	1200	167693	40	3/29/1995	205001	76.85	76.85	0.00	76.85	Suitable Suits      	Jersey City         	NJ	07302	CG	E
